A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
114733.0078125,95758.5703125,77352.5625,58345.28515625,35527.0703125,14375.77734375,,,103895.9296875,101830.4609375,82246.5625,57529.921875,37114.234375,14213.736328125,,,,,,,,,,,3026.399169921875,4107.74951171875,4055.97998046875,12008.94921875,-2773.6884765625,,,,,,,,,,,,6255.3994140625,3132.998779296875,3698.51171875,6675.693359375,1768.912353515625,-3868.37548828125,,
114856.7890625,95706.6875,77317.625,58244.203125,35561.86328125,14345.408203125,,,103945.5546875,101866.5625,82166.9453125,57739.390625,37112.8046875,14192.6552734375,,,,,,,,,,,2972.7255859375,4117.40625,4013.065185546875,12012.048828125,-2795.92578125,,,,,,,,,,,,6278.2158203125,3166.037841796875,3679.16015625,6680.05517578125,1738.11328125,-3868.5126953125,,
114631.9453125,95721.1796875,77348.109375,58240.8828125,35597.3828125,14344.7158203125,,,103712.328125,101748.296875,82516.6796875,57756.203125,37137.7421875,14230.8837890625,,,,,,,,,,,3084.79443359375,4138.48974609375,4026.416748046875,12052.357421875,-2769.57275390625,,,,,,,,,,,,6274.94091796875,3169.195556640625,3710.85009765625,6740.56787109375,1801.36083984375,-3855.815185546875,,
114689.1953125,95651.3125,77192.28125,58281.453125,35548.97265625,14316.8486328125,,,103882.8125,101367.828125,81990.6640625,57729.5078125,37162.2421875,14147.5869140625,,,,,,,,,,,3064.595703125,4117.4521484375,4036.41650390625,12076.0439453125,-2780.578125,,,,,,,,,,,,6289.5380859375,3152.69775390625,3698.33251953125,6764.0625,1791.6390380859375,-3857.971435546875,,
114563.421875,95679.4375,77163.3125,58260.66015625,35664.8359375,14333.068359375,,,103697.78125,101366.9609375,82245.359375,57667.90625,37138.0703125,14192.9326171875,,,,,,,,,,,3129.50830078125,4152.8662109375,4062.497802734375,12113.236328125,-2774.2861328125,,,,,,,,,,,,6314.115234375,3214.649169921875,3723.545166015625,6800.3759765625,1798.233642578125,-3808.583984375,,
114609.7578125,95745.140625,77146.796875,58221.7578125,35731.03515625,14318.6298828125,,,103726.4921875,101745.1953125,82303.5546875,57819.08203125,37057.58984375,14180.3310546875,,,,,,,,,,,3134.27294921875,4146.74658203125,4131.2490234375,12106.0263671875,-2760.949951171875,,,,,,,,,,,,6289.4599609375,3203.712158203125,3719.664306640625,6825.53515625,1827.5289306640625,-3837.11669921875,,
114603.71875,95688.7265625,77180.9453125,58180.1484375,35596.79296875,14334.482421875,,,103662.90625,101696.171875,82334.546875,57754.21875,37124.22265625,14166.263671875,,,,,,,,,,,3145.067626953125,4179.71337890625,4189.45947265625,12155.123046875,-2746.13818359375,,,,,,,,,,,,6334.9853515625,3195.293212890625,3740.151123046875,6880.365234375,1847.06982421875,-3830.673828125,,
114524.609375,95538.59375,77072.671875,58148.6484375,35579.2890625,14290.923828125,,,103699.328125,100064.5,81927.625,57769.33984375,37169.26953125,14152.0751953125,,,,,,,,,,,3184.58154296875,4179.49560546875,4086.834228515625,12148.6435546875,-2783.42041015625,,,,,,,,,,,,6326.86474609375,3169.063720703125,3746.308349609375,6890.578125,1816.0872802734375,-3823.705810546875,,
114463.8125,95724.9921875,77071.3203125,58210.0859375,35564.2109375,14310.892578125,,,103550.34375,101413.5859375,82295.390625,57674,37288.7265625,14172.212890625,,,,,,,,,,,3234.47607421875,4186.56005859375,4112.958984375,12204.8740234375,-2746.440673828125,,,,,,,,,,,,6348.796875,3239.971923828125,3751.947998046875,6942.95458984375,1839.257568359375,-3802.49267578125,,
114588.828125,95684.3828125,77107.8515625,58153.6796875,35694.73828125,14272.0244140625,,,103808.078125,101180.65625,82445,57754.8515625,37170.11328125,14126.3544921875,,,,,,,,,,,3208.440673828125,4184.736328125,4202.6591796875,12206.529296875,-2765.2705078125,,,,,,,,,,,,6335.86474609375,3203.729248046875,3734.800537109375,6932.70458984375,1802.67236328125,-3812.872802734375,,
114426.828125,95461.765625,77006.21875,58141.66015625,35535.14453125,14249.916015625,,,103517.21875,100174.7578125,82180.1484375,57679.0234375,37312.39453125,14144.109375,,,,,,,,,,,3303.564453125,4226.5615234375,4178.48193359375,12239.3916015625,-2712.773193359375,,,,,,,,,,,,6356.4111328125,3221.303466796875,3777.84912109375,6997.87109375,1850.403564453125,-3793.86865234375,,
114499.71875,95614.296875,76994.453125,58070.734375,35544.50390625,14376.7802734375,,,103564.546875,101395.25,82387.0390625,57736.4921875,37290.19140625,14110.3251953125,,,,,,,,,,,3262.517578125,4248.7919921875,4218.67333984375,12233.615234375,-2746.2548828125,,,,,,,,,,,,6349.9150390625,3237.784912109375,3764.97412109375,7029.6123046875,1824.9669189453125,-3776.239501953125,,
114306.3984375,95643.953125,76979.2578125,57903.24609375,35496.0859375,14394.369140625,,,103511.8828125,101054.4140625,82364.4765625,57828.0546875,37307.375,14089.9599609375,,,,,,,,,,,3327.28955078125,4251.72216796875,4160.94189453125,12255.287109375,-2709.483154296875,,,,,,,,,,,,6373.07421875,3267.927490234375,3772.650634765625,7042.939453125,1844.54638671875,-3772.447998046875,,
114400.796875,95498.5625,76888.71875,57979.328125,35527.3671875,14396.6611328125,,,103534.7109375,101209.703125,82316.7734375,57763.828125,37396.55078125,14058.361328125,,,,,,,,,,,3332.916015625,4262.76025390625,4187.71533203125,12262.2412109375,-2717.9873046875,,,,,,,,,,,,6357.8203125,3257.3466796875,3796.385009765625,7066.43994140625,1836.0347900390625,-3776.858642578125,,
